"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045730","BP","GO:0045730","respiratory burst",38,-0.673905326298543,-1.6012383477764,0.00900900900900901,0.00900900900900901,0.231346089469659,8234,"tags=42%, list=11%, signal=38%","CD55/SELENOK/RAC2/CYBA/HCK/NCF4/RAC3/SLAMF8/S100A9/IGHA1/SLC11A1/LBP/NOXA1/IGHA2/GRN/MPO"
"GO:0006779","BP","GO:0006779","porphyrin-containing compound biosynthetic process",33,-0.692574390493049,-1.60149183769042,0.00547445255474453,0.00547445255474453,0.192440232959983,11603,"tags=58%, list=15%, signal=49%","ALAS2/COX10/IREB2/SLC6A9/HMBS/FLVCR1/SLC25A39/PPOX/ATP5IF1/NFE2L1/CPOX/TMEM14DP/UROD/ALAD/FECH/ABCB10/TMEM14C/TSPO/ALAS1"
"GO:0033014","BP","GO:0033014","tetrapyrrole biosynthetic process",33,-0.692574390493049,-1.60149183769042,0.00547445255474453,0.00547445255474453,0.192440232959983,11603,"tags=58%, list=15%, signal=49%","ALAS2/COX10/IREB2/SLC6A9/HMBS/FLVCR1/SLC25A39/PPOX/ATP5IF1/NFE2L1/CPOX/TMEM14DP/UROD/ALAD/FECH/ABCB10/TMEM14C/TSPO/ALAS1"
"GO:0016628","MF","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",33,-0.692740512222976,-1.6018759734572,0.00547445255474453,0.00547445255474453,0.192440232959983,8204,"tags=64%, list=10%, signal=57%","LBR/FASN/DUS2/TECR/DUS3L/TM7SF2/PTGR2/AKR1D1/DECR2/DPYD/AKR1C1/AKR1C2/AKR1C3/BLVRA/BLVRB/PTGR1/TBXAS1/DHCR7/PECR/CYP2S1/DHCR24"
"GO:0071745","CC","GO:0071745","IgA immunoglobulin complex",10,-0.853012576268297,-1.60234307862486,0.0154142581888247,0.0154142581888247,0.286156282178314,6563,"tags=60%, list=8%, signal=55%","IGLC3/IGLC6/IGLC7/IGHA1/IGKV3-20/IGHA2"
"GO:0045028","MF","GO:0045028","G protein-coupled purinergic nucleotide receptor activity",12,-0.827012023975152,-1.60240881149047,0.0133587786259542,0.0133587786259542,0.272899336668766,1397,"tags=42%, list=2%, signal=41%","P2RY11/P2RY1/P2RY6/PTAFR/P2RY2"
"GO:0002825","BP","GO:0002825","regulation of T-helper 1 type immune response",34,-0.686717048481165,-1.6061264952682,0.0071301247771836,0.0071301247771836,0.216718131015334,9207,"tags=44%, list=12%, signal=39%","PLA2G4A/HAVCR2/IL1RL1/HLX/JAK3/IL27/IL27RA/IL1R1/SOCS5/IL4R/ASCL2/IL23R/SLC11A1/CCR2/IL18R1"
"GO:0015909","BP","GO:0015909","long-chain fatty acid transport",65,-0.614305379513036,-1.60618106616812,0.0035650623885918,0.0035650623885918,0.160061400112748,10349,"tags=34%, list=13%, signal=29%","PLIN2/ABCD1/NTSR1/PLA2G4A/SLC25A20/AKT1/ABCD2/PLA2G12A/ACSL1/CPT2/IRS2/ACE/PLA2G2D/THBS1/DRD3/SLC27A6/CD36/AVPR1B/PLA2G2F/PPARG/PLA2G2C/SLC27A2"
"GO:0035646","BP","GO:0035646","endosome to melanosome transport",10,-0.855085788193037,-1.60623750746513,0.0134874759152216,0.0134874759152216,0.272899336668766,8655,"tags=60%, list=11%, signal=53%","AP1M1/AP3D1/ANKRD27/RAB38/CD63/RAB32"
"GO:0043485","BP","GO:0043485","endosome to pigment granule transport",10,-0.855085788193037,-1.60623750746513,0.0134874759152216,0.0134874759152216,0.272899336668766,8655,"tags=60%, list=11%, signal=53%","AP1M1/AP3D1/ANKRD27/RAB38/CD63/RAB32"
"GO:0048757","BP","GO:0048757","pigment granule maturation",10,-0.855085788193037,-1.60623750746513,0.0134874759152216,0.0134874759152216,0.272899336668766,8655,"tags=60%, list=11%, signal=53%","AP1M1/AP3D1/ANKRD27/RAB38/CD63/RAB32"
"GO:0030170","MF","GO:0030170","pyridoxal phosphate binding",55,-0.636379125323733,-1.6069598047504,0.00177304964539007,0.00177304964539007,0.146567851847429,7506,"tags=49%, list=10%, signal=44%","PDXDC1/GAD1/AGXT2/SPTLC1/GAD2/NFS1/KYAT1/AGXT/CSAD/MTARC1/SHMT2/OAT/GPT2/AADAT/ACCS/PDXK/KYNU/GCAT/ALAS1/SDSL/CTH/SDS/PYGL/SPTLC3/THNSL2/MTARC2/HDC"
"GO:0070269","BP","GO:0070269","pyroptotic inflammatory response",50,-0.643807656474377,-1.60709207299439,0.00529100529100529,0.00529100529100529,0.192440232959983,7038,"tags=36%, list=9%, signal=33%","IFI27/NINJ1/GSDME/CASP3/GBP2/MAP2K6/TRIM21/SMPD1/NLRC4/CASP6/MAPK14/NAIP/AIM2/GZMA/ZBP1/MEFV/GSDMC/ELANE"
"GO:0032309","BP","GO:0032309","icosanoid secretion",44,-0.658630854338086,-1.60713803684241,0.00881834215167548,0.00881834215167548,0.230302248491103,3397,"tags=36%, list=4%, signal=35%","NTSR1/ACSL4/PLA2G4A/ABCC4/PLA2G12A/ACE/PLA2G2D/CYP4A11/DRD3/PTGS2/PTGES/AVPR1B/PLA2G2F/TNFSF11/PLA2G2C/CYP4F2"
"GO:0046527","MF","GO:0046527","glucosyltransferase activity",19,-0.757915222780006,-1.60809402820038,0.00757575757575758,0.00757575757575758,0.219214526241372,7368,"tags=53%, list=9%, signal=48%","UGCG/UGGT1/POGLUT3/GYS1/PLOD3/GBA1/GYG1/GYG2/POGLUT2/UGGT2"
"GO:0070279","MF","GO:0070279","vitamin B6 binding",56,-0.635231330778461,-1.6081062300671,0.00177935943060498,0.00177935943060498,0.146567851847429,7506,"tags=48%, list=10%, signal=44%","PDXDC1/GAD1/AGXT2/SPTLC1/GAD2/NFS1/KYAT1/AGXT/CSAD/MTARC1/SHMT2/OAT/GPT2/AADAT/ACCS/PDXK/KYNU/GCAT/ALAS1/SDSL/CTH/SDS/PYGL/SPTLC3/THNSL2/MTARC2/HDC"
"GO:1903596","BP","GO:1903596","regulation of gap junction assembly",10,-0.856437530975155,-1.60877669123717,0.0134874759152216,0.0134874759152216,0.272899336668766,6715,"tags=60%, list=9%, signal=55%","AGT/HOPX/ACE/IRX3/ACE2/CAV1"
"GO:0033029","BP","GO:0033029","regulation of neutrophil apoptotic process",7,-0.913884393848871,-1.60893685259828,0.00387596899224806,0.00387596899224806,0.160061400112748,5185,"tags=57%, list=7%, signal=53%","ITPKB/PIK3CB/FCAR/SLC7A11"
"GO:0097278","BP","GO:0097278","complement-dependent cytotoxicity",12,-0.830773868988548,-1.60969771832879,0.0114503816793893,0.0114503816793893,0.254361139714057,8234,"tags=67%, list=11%, signal=60%","CD55/CR1L/C3/IGHG1/IL4/RAB27A/CR1/CLU"
"GO:0015036","MF","GO:0015036","disulfide oxidoreductase activity",41,-0.670621946884436,-1.6103153847571,0.0108695652173913,0.0108695652173913,0.25152412992247,11540,"tags=59%, list=15%, signal=50%","PGK1/CHCHD4/PDIA3/GLRX2/TXNDC2/PDIA6/GFER/TXNDC17/TMX4/TMX1/PDIA5/PDIA2/ERO1A/GSR/STAB2/CLIC3/PDIA4/TXN/SCO2/QSOX1/GSTO1/TXNRD3/P4HB/STAB1"
"GO:0021554","BP","GO:0021554","optic nerve development",19,-0.759107913745147,-1.61062460043443,0.00568181818181818,0.00568181818181818,0.192440232959983,8563,"tags=58%, list=11%, signal=52%","SLC38A8/SLC25A46/TCIRG1/CHRNB2/KCNC1/KCNA2/EPHB1/EXT1/LPAR1/EPHB2/PAX2"
"GO:0035337","BP","GO:0035337","fatty-acyl-CoA metabolic process",45,-0.655650672830201,-1.61165559687107,0.00878734622144113,0.00878734622144113,0.230302248491103,11659,"tags=53%, list=15%, signal=45%","FAR1/DLD/ELOVL2/ELOVL6/ELOVL5/ELOVL4/ABCD1/ACSL4/ACSM2A/ACSBG1/FAR2/BCKDHA/ELOVL7/DGAT1/ACOT7/ELOVL1/ACSL1/NUDT19/HSD17B4/DGAT2/THEM5/PPT1/ELOVL3/SLC27A2"
"GO:0032369","BP","GO:0032369","negative regulation of lipid transport",52,-0.640239045364172,-1.61172386120143,0.00520833333333333,0.00520833333333333,0.192440232959983,9830,"tags=29%, list=13%, signal=25%","ACSL4/NR1H2/SREBF2/NR1H3/AKT1/APOC3/SHH/IRS2/PCSK9/TSPO/THBS1/APOC1/APOA2/ITGAV/CYP4F2"
"GO:0032757","BP","GO:0032757","positive regulation of interleukin-8 production",65,-0.616734462707852,-1.61253221913826,0.0035650623885918,0.0035650623885918,0.160061400112748,6998,"tags=42%, list=9%, signal=38%","IL6/TIRAP/GDF2/MYD88/F2R/STAT3/HSPA1A/F2RL1/HYAL2/TLR3/CD2/NOD2/CAMP/TLR2/FFAR2/DEFA5/TLR8/LBP/TLR5/F3/CHI3L1/APOA2/FCN1/CD244/CD14/PRG3/ELANE"
"GO:0004896","MF","GO:0004896","cytokine receptor activity",93,-0.591897337627856,-1.61289705858346,0.00180505415162455,0.00180505415162455,0.146567851847429,7680,"tags=42%, list=10%, signal=38%","IFNGR1/IL20RB/IFNGR2/IL31RA/IL10RA/IL1R2/IL27RA/IL6R/IL17RA/LEPR/IL1R1/EPOR/OSMR/GFRA2/CMKLR1/IL1RL2/IL4R/IL1RAP/CXCR3/FZD4/GFRA3/IL23R/CCR4/IL2RB/PRLR/IL13RA1/CXCR2/CX3CR1/CXCR1/XCR1/CCR3/F3/IL18RAP/CSF2RB/IL17RE/CCR2/CD4/IL18R1/IL5RA"
"GO:0150077","BP","GO:0150077","regulation of neuroinflammatory response",46,-0.653968394058865,-1.61399204864028,0.00875656742556918,0.00875656742556918,0.230302248491103,5380,"tags=30%, list=7%, signal=28%","PTPRC/TNFRSF1B/LDLR/IL4/CTSC/LRRK2/DAGLA/MMP8/MMP9/PTGS2/GRN/CST7/CD200R1/CD200R1L"
"GO:0043249","BP","GO:0043249","erythrocyte maturation",24,-0.741603790699594,-1.61402664061835,0.00380228136882129,0.00380228136882129,0.160061400112748,12230,"tags=62%, list=16%, signal=53%","NEMP1/TRIM58/KLF2/FLVCR1/EPB42/MAEA/ZBTB7A/DIAPH3/RAC2/PTBP3/FAM210B/G6PD/EPO/TAL1/RHEX"
"GO:1901722","BP","GO:1901722","regulation of cell proliferation involved in kidney development",15,-0.796918097158094,-1.6141596332041,0.00950570342205323,0.00950570342205323,0.238183314028821,8833,"tags=53%, list=11%, signal=47%","BMP4/SERPINB7/MYC/GATA3/IL6R/CFLAR/PDGFD/EGR1"
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process",80,-0.60477940184736,-1.61497684242979,0.0036231884057971,0.0036231884057971,0.160061400112748,10995,"tags=45%, list=14%, signal=39%","IL10/CYB5B/KHSRP/KLF2/OPRM1/GCH1/DYNLL1/ACVR2A/MTARC1/NQO1/POR/IGF1/RORA/AKT1/CYB5R3/JAK2/NOS3/ZC3H12A/KLF4/ASL/STAT1/CYP1B1/TSPO/SIRPA/ASS1/DDAH1/CX3CR1/PIK3CB/APP/CD36/TLR5/PTGS2/ITGB2/CLU/MTARC2/CAV1"
"GO:0019770","MF","GO:0019770","IgG receptor activity",6,-0.942942445923532,-1.61508582168753,0.00199600798403194,0.00199600798403194,0.146567851847429,752,"tags=33%, list=1%, signal=33%","FCGR2A/FCGR2B"
"GO:0070003","MF","GO:0070003","threonine-type peptidase activity",19,-0.761458668214921,-1.61561227466367,0.00568181818181818,0.00568181818181818,0.192440232959983,13149,"tags=58%, list=17%, signal=48%","PSMB10/PSMB7/PSMB8/TASP1/GGT6/BACE1/GGTLC3/GGT7/GGTLC1/GGTLC2/ASRGL1"
"GO:0003044","BP","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal",54,-0.642845614841533,-1.61579656087198,0.00532859680284192,0.00532859680284192,0.192440232959983,9205,"tags=46%, list=12%, signal=41%","RASL10B/SLC2A5/CORIN/ATP6AP2/AGT/NOS3/F2R/EDN3/EDNRB/CYBA/F2RL1/ECE1/ACE/PCSK5/RPS6KA2/AGTR1/PRCP/ADRB1/TPM1/CTSZ/ACE2/AVPR1B/ENPEP/ANPEP/CTSG"
"GO:0014857","BP","GO:0014857","regulation of skeletal muscle cell proliferation",17,-0.78440305602837,-1.61610627996353,0.00784313725490196,0.00784313725490196,0.219214526241372,10688,"tags=59%, list=14%, signal=51%","ANHX/FGF2/JAK2/STAT3/SHH/SELENON/MYOG/CFLAR/EPHB1/CAV2"
"GO:1903845","BP","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus",14,-0.808350756554384,-1.61670259611059,0.00754716981132075,0.00754716981132075,0.219214526241372,3446,"tags=29%, list=4%, signal=27%","MIR376C/CFLAR/IL4/PPARG"
"GO:0032754","BP","GO:0032754","positive regulation of interleukin-5 production",11,-0.848405114926182,-1.6171635366042,0.0115830115830116,0.0115830115830116,0.254361139714057,8550,"tags=73%, list=11%, signal=65%","IL1RL1/PDE4D/GATA3/IL17RA/RARA/IL1RAP/TSLP/PRKCZ"
"GO:0010324","BP","GO:0010324","membrane invagination",63,-0.622541883722103,-1.61731381108531,0.00359066427289048,0.00359066427289048,0.160061400112748,7656,"tags=41%, list=10%, signal=37%","ABCA7/ITGA2/XKR8/CHMP2A/SNX18/ALKBH4/XKR7/C3/GSN/HAVCR1/F2RL1/CD300A/MARCO/THBS1/XKR6/ADGRB1/CD36/BIN2/RAB31/ITGAM/ITGB2/FCGR2B/SPIRE1/FCER1G/ALOX15/GATA2"
"GO:0032691","BP","GO:0032691","negative regulation of interleukin-1 beta production",45,-0.65798622429017,-1.61739661832993,0.00878734622144113,0.00878734622144113,0.230302248491103,8371,"tags=24%, list=11%, signal=22%","IGF1/CPTP/ZC3H12A/ARRB2/FFAR4/NLRP7/SERPINB1/CX3CR1/CARD16/MEFV/GHSR"
"GO:0061307","BP","GO:0061307","cardiac neural crest cell differentiation involved in heart development",15,-0.798563508508531,-1.61749241808045,0.00950570342205323,0.00950570342205323,0.238183314028821,10587,"tags=47%, list=14%, signal=40%","HES1/CDC42/EDNRA/BMP4/TWIST1/SEMA3C/JAG1"
"GO:0061308","BP","GO:0061308","cardiac neural crest cell development involved in heart development",15,-0.798563508508531,-1.61749241808045,0.00950570342205323,0.00950570342205323,0.238183314028821,10587,"tags=47%, list=14%, signal=40%","HES1/CDC42/EDNRA/BMP4/TWIST1/SEMA3C/JAG1"
"GO:0090201","BP","GO:0090201","negative regulation of release of cytochrome c from mitochondria",20,-0.7577790132487,-1.61811091592339,0.00764818355640535,0.00764818355640535,0.219214526241372,8371,"tags=30%, list=11%, signal=27%","IGF1/AKT1/PPIF/PRKN/IFI6/CLU"
"GO:0099024","BP","GO:0099024","plasma membrane invagination",56,-0.639261473473476,-1.61830865123542,0.00177935943060498,0.00177935943060498,0.146567851847429,7656,"tags=45%, list=10%, signal=40%","ABCA7/ITGA2/XKR8/SNX18/ALKBH4/XKR7/C3/GSN/HAVCR1/F2RL1/CD300A/MARCO/THBS1/XKR6/ADGRB1/CD36/BIN2/RAB31/ITGAM/ITGB2/FCGR2B/SPIRE1/FCER1G/ALOX15/GATA2"
"GO:0006783","BP","GO:0006783","heme biosynthetic process",29,-0.709395070403214,-1.61844940712587,0.00539568345323741,0.00539568345323741,0.192440232959983,11603,"tags=66%, list=15%, signal=56%","ALAS2/COX10/IREB2/SLC6A9/HMBS/FLVCR1/SLC25A39/PPOX/ATP5IF1/NFE2L1/CPOX/TMEM14DP/UROD/ALAD/FECH/ABCB10/TMEM14C/TSPO/ALAS1"
"GO:0001847","MF","GO:0001847","opsonin receptor activity",5,-0.979837012664039,-1.61874528110877,0.00199203187250996,0.00199203187250996,0.146567851847429,1587,"tags=100%, list=2%, signal=98%","CR1/C5AR2/CD14/C3AR1"
"GO:0060099","BP","GO:0060099","regulation of phagocytosis, engulfment",15,-0.799677991830251,-1.61974980688391,0.00950570342205323,0.00950570342205323,0.238183314028821,7656,"tags=60%, list=10%, signal=54%","ABCA7/ITGA2/C3/F2RL1/CD300A/CD36/RAB31/ALOX15/GATA2"
"GO:1905153","BP","GO:1905153","regulation of membrane invagination",15,-0.799677991830251,-1.61974980688391,0.00950570342205323,0.00950570342205323,0.238183314028821,7656,"tags=60%, list=10%, signal=54%","ABCA7/ITGA2/C3/F2RL1/CD300A/CD36/RAB31/ALOX15/GATA2"
"GO:0001912","BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity",69,-0.611780568096824,-1.61986398139358,0.0017825311942959,0.0017825311942959,0.146567851847429,11452,"tags=45%, list=15%, signal=38%","HLA-E/CRTAM/LAMP1/STAT5A/CD160/SLC22A13/ARG1/AZGP1/SLAMF6/SPI1/NECTIN2/STAT5B/ULBP3/KLRC1/CD226/PTPRC/KLRC2/NCR3/B2M/F2RL1/HLA-C/POMC/KLRD1/RAET1G/IL23R/LAG3/CD1D/ITGAM/IL18RAP/HLA-G/TYROBP"
"GO:0002176","BP","GO:0002176","male germ cell proliferation",8,-0.894340743837055,-1.62010426447197,0.00386847195357834,0.00386847195357834,0.160061400112748,1134,"tags=50%, list=1%, signal=49%","CIB1/UCHL1/HPGDS/PTGDR2"
"GO:0045923","BP","GO:0045923","positive regulation of fatty acid metabolic process",42,-0.666849568369093,-1.62087556150976,0.0088809946714032,0.0088809946714032,0.230302248491103,10301,"tags=38%, list=13%, signal=33%","ELOVL5/ABCD1/NR1H2/LPGAT1/NR1H3/ABCD2/PLIN5/MTLN/IRS2/AVP/PPARGC1A/PTGS2/TWIST1/SLC45A3/PPARG/GHSR"
"GO:0014002","BP","GO:0014002","astrocyte development",43,-0.665724644939722,-1.62118922644989,0.0088809946714032,0.0088809946714032,0.230302248491103,6122,"tags=33%, list=8%, signal=30%","IFNGR1/NAGLU/VIM/GFAP/LAMC3/LDLR/S100A9/S100A8/C5AR1/APP/LRP1/GRN/TSPAN2/LAMB2"
"GO:0002827","BP","GO:0002827","positive regulation of T-helper 1 type immune response",18,-0.771328656137644,-1.6223134924446,0.00569259962049336,0.00569259962049336,0.192440232959983,5106,"tags=39%, list=7%, signal=36%","PLA2G4A/IL27RA/IL1R1/IL23R/SLC11A1/CCR2/IL18R1"
"GO:0021546","BP","GO:0021546","rhombomere development",7,-0.921498202925053,-1.62234132486389,0.00387596899224806,0.00387596899224806,0.160061400112748,2620,"tags=43%, list=3%, signal=41%","HOXB2/MAFB/EGR2"
"GO:0006882","BP","GO:0006882","intracellular zinc ion homeostasis",35,-0.68931453179068,-1.62259620234328,0.00538599640933573,0.00538599640933573,0.192440232959983,13047,"tags=60%, list=17%, signal=50%","SLC39A9/SLC39A10/AP3B1/SLC30A7/SLC39A4/LCK/SLC30A10/TMC6/SLC30A5/SLC30A9/SLC39A7/ATP13A2/SLC39A14/TMC8/SLC1A1/MT1G/MT2A/MT1E/MT1M/ATP7B/SLC30A8"
"GO:0106014","BP","GO:0106014","regulation of inflammatory response to wounding",13,-0.824638325981173,-1.62295324499205,0.0113636363636364,0.0113636363636364,0.254361139714057,6199,"tags=46%, list=8%, signal=43%","STAT3/ALOX5/PTPN6/SIGLEC10/DSG2/GRN"
"GO:0089720","MF","GO:0089720","caspase binding",13,-0.825126729155631,-1.62391446094803,0.0113636363636364,0.0113636363636364,0.254361139714057,4051,"tags=54%, list=5%, signal=51%","RIOK3/BFAR/NLRC4/NLRP7/BCL2L10/CARD16/CTSG"
"GO:0036109","BP","GO:0036109","alpha-linolenic acid metabolic process",16,-0.795604674320667,-1.62428761063882,0.00767754318618042,0.00767754318618042,0.219214526241372,11176,"tags=69%, list=14%, signal=59%","ELOVL2/FADS2/ELOVL5/ABCD1/ACSL4/SCP2/ABCD2/ELOVL1/HSD17B4/EHHADH/ELOVL3"
"GO:0051132","BP","GO:0051132","NK T cell activation",21,-0.756939601706378,-1.62605148755869,0.00380952380952381,0.00380952380952381,0.160061400112748,7827,"tags=48%, list=10%, signal=43%","MYC/JAK2/KLRF1/NCR3/CD300A/IL23R/NCR3LG1/IL15/LGALS3/ZBTB7B"
"GO:0032729","BP","GO:0032729","positive regulation of type II interferon production",77,-0.607239623713465,-1.62664727844348,0.00350262697022767,0.00350262697022767,0.160061400112748,8963,"tags=32%, list=11%, signal=29%","HAVCR2/SLAMF6/PDE4D/JAK2/TXK/CD226/FZD5/CD3E/IL27/IL27RA/IL1R1/F2RL1/TLR3/CD2/IL23R/TLR8/ZFPM1/ISG15/CD276/APP/SLC11A1/CD244/CD14/CCR2/IL18R1"
"GO:0042363","BP","GO:0042363","fat-soluble vitamin catabolic process",14,-0.813528095436582,-1.62705728081141,0.00754716981132075,0.00754716981132075,0.219214526241372,8619,"tags=50%, list=11%, signal=45%","CYP26B1/CYP27B1/CYP4F8/CYP4F12/CYP4F3/CYP4F11/CYP4F2"
"GO:0070944","BP","GO:0070944","neutrophil-mediated killing of bacterium",14,-0.813643581502675,-1.62728825309832,0.00754716981132075,0.00754716981132075,0.219214526241372,7727,"tags=57%, list=10%, signal=52%","CXCL6/MYD88/DAO/F2RL1/TREM1/CTSG/AZU1/ELANE"
"GO:0033691","MF","GO:0033691","sialic acid binding",21,-0.757538032007085,-1.62733703065681,0.00380952380952381,0.00380952380952381,0.160061400112748,4335,"tags=48%, list=6%, signal=45%","ST8SIA2/SELP/SIGLEC14/SIGLEC11/AGRN/SIGLEC6/SIGLEC10/FCN1/SIGLEC12/SIGLEC8"
"GO:0060215","BP","GO:0060215","primitive hemopoiesis",9,-0.884927710406739,-1.62796774064141,0.00576923076923077,0.00576923076923077,0.192440232959983,5876,"tags=56%, list=7%, signal=51%","STK4/ZFPM1/TAL1/VEGFA/GATA2"
"GO:0042541","BP","GO:0042541","hemoglobin biosynthetic process",14,-0.814482230046564,-1.6289655513097,0.00754716981132075,0.00754716981132075,0.219214526241372,6648,"tags=71%, list=8%, signal=65%","EIF2AK1/SLC6A9/FECH/SLC25A37/KLF4/ABCB10/INHA/EPO/ALAS1/INHBA"
"GO:0071694","BP","GO:0071694","maintenance of protein location in extracellular region",8,-0.89925414554325,-1.62900492466455,0.00386847195357834,0.00386847195357834,0.160061400112748,6029,"tags=62%, list=8%, signal=58%","NBL1/DAND5/FBN2/LTBP1/FBN1"
"GO:0070943","BP","GO:0070943","neutrophil-mediated killing of symbiont cell",16,-0.798244921761033,-1.62967787711767,0.00767754318618042,0.00767754318618042,0.219214526241372,9491,"tags=62%, list=12%, signal=55%","ARG1/CXCL6/MYD88/DAO/F2RL1/POMC/TREM1/CTSG/AZU1/ELANE"
"GO:2000353","BP","GO:2000353","positive regulation of endothelial cell apoptotic process",29,-0.714770451370006,-1.63071307021256,0.00539568345323741,0.00539568345323741,0.192440232959983,10784,"tags=45%, list=14%, signal=39%","TGFB1/NGFR/CD160/PDCD4/ECSCR/CCL2/PLCG1/AKR1C3/FASLG/RGCC/THBS1/F3/HLA-G"
"GO:0032481","BP","GO:0032481","positive regulation of type I interferon production",91,-0.60071714525275,-1.63087775777702,0.00181818181818182,0.00181818181818182,0.146567851847429,16015,"tags=48%, list=20%, signal=39%","TLR7/G3BP1/DHX33/HSPD1/DHX36/TOMM70/IRAK1/KAT8/NMBR/POLR3C/RIOK3/SYK/DDX41/RIGI/TRIM27/BANF1/MAVS/IRF7/TRAF3IP3/POLR3B/OAS1/ZCCHC3/GAPDH/MYD88/DHX58/RBX1/TRAF3/STING1/IKBKE/XAF1/HMGB2/STAT1/TRIM15/UAP1/TLR3/IRF5/TLR2/TANK/TLR8/ISG15/CD14/TYROBP/SIGLEC1/CLEC12A"
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway",59,-0.637481770849171,-1.63216324164587,0.00175746924428822,0.00175746924428822,0.146567851847429,11418,"tags=51%, list=15%, signal=43%","PML/DEDD2/PAK2/PDIA3/RBCK1/BCL10/PEA15/ZSWIM2/SFRP1/BMPR1B/BID/LTB/AGT/STK4/CTNNA1/PTPRC/MAL/FASLG/HYAL2/ITM2C/RET/TNFSF10/THBS1/LTBR/APP/TNFSF14/INHBA/TNFRSF12A/TNFSF11/CAV1"
"GO:0017185","BP","GO:0017185","peptidyl-lysine hydroxylation",8,-0.90162699793407,-1.63330336270824,0.00386847195357834,0.00386847195357834,0.160061400112748,4322,"tags=62%, list=6%, signal=59%","PLOD1/PLOD3/PLOD2/P3H4/P3H3"
"GO:0090335","BP","GO:0090335","regulation of brown fat cell differentiation",25,-0.749588998998694,-1.63446132537545,0.00380952380952381,0.00380952380952381,0.160061400112748,5369,"tags=36%, list=7%, signal=34%","RREB1/SLC7A10/FFAR4/SOX13/MAPK14/PIM1/ZBTB7B/PTGS2/GATA2"
"GO:0042105","CC","GO:0042105","alpha-beta T cell receptor complex",10,-0.870178564429875,-1.63458856138057,0.00963391136801541,0.00963391136801541,0.239635651309485,7661,"tags=90%, list=10%, signal=81%","TRBC1/CD3E/PTPN6/CD247/TRBC2/CD3G/CD3D/TRBV19/TRAV27"
"GO:0048020","MF","GO:0048020","CCR chemokine receptor binding",49,-0.657302072591262,-1.63605987166662,0.00530035335689046,0.00530035335689046,0.192440232959983,6224,"tags=24%, list=8%, signal=23%","CCL2/STAT3/DEFB4A/CNIH4/STAT1/CCL4/CCL26/CCL20/CCL1/CCR2/CCL24/CCL23"
"GO:0030670","CC","GO:0030670","phagocytic vesicle membrane",80,-0.612761386504983,-1.6362915901532,0.00181159420289855,0.00181159420289855,0.146567851847429,11503,"tags=46%, list=15%, signal=40%","RAB11B/HLA-E/ATP6V0A2/OCRL/RAB8B/LAMP1/RAB11FIP1/TCIRG1/SEC22B/RAB10/RAB23/VAMP8/PIP4P2/ATP6V0E1/ATP6V0B/VAMP3/RAC2/DMBT1/MPEG1/LAMP2/MCOLN1/CYBA/RAB39A/CORO1A/B2M/HLA-C/TLR2/CALR/SLC11A1/ATP6V0A1/RAB38/RAB31/HLA-G/ANXA3/RAB32/RAB20/RAB7B"
"GO:0070972","BP","GO:0070972","protein localization to endoplasmic reticulum",34,-0.699819571893094,-1.63677130021853,0.0053475935828877,0.0053475935828877,0.192440232959983,10533,"tags=47%, list=13%, signal=41%","MIA3/DDRGK1/GPAA1/PCK1/KDELR1/BCAP31/AKT1/HSPA5/SEC16A/OS9/STING1/PDIA2/BCAP29/LRRK2/SEC16B/CRYZL2P-SEC16B"
"GO:0035635","BP","GO:0035635","entry of bacterium into host cell",7,-0.930036875850575,-1.63737406383462,0.00193798449612403,0.00193798449612403,0.146567851847429,3158,"tags=57%, list=4%, signal=55%","CXCL8/FUCA2/ITGAV/CAV1"
"GO:2000535","BP","GO:2000535","regulation of entry of bacterium into host cell",7,-0.930036875850575,-1.63737406383462,0.00193798449612403,0.00193798449612403,0.146567851847429,3158,"tags=57%, list=4%, signal=55%","CXCL8/FUCA2/ITGAV/CAV1"
"GO:0001614","MF","GO:0001614","purinergic nucleotide receptor activity",19,-0.771736250899774,-1.63741856492293,0.00378787878787879,0.00378787878787879,0.160061400112748,2091,"tags=32%, list=3%, signal=31%","P2RY11/P2RX3/P2RY1/P2RY6/PTAFR/P2RY2"
"GO:0016502","MF","GO:0016502","nucleotide receptor activity",19,-0.771736250899774,-1.63741856492293,0.00378787878787879,0.00378787878787879,0.160061400112748,2091,"tags=32%, list=3%, signal=31%","P2RY11/P2RX3/P2RY1/P2RY6/PTAFR/P2RY2"
"GO:0043303","BP","GO:0043303","mast cell degranulation",53,-0.64988261756501,-1.63810594334427,0.00525394045534151,0.00525394045534151,0.192440232959983,5745,"tags=34%, list=7%, signal=31%","RAC2/FES/UNC13D/CHGA/STXBP2/CD300A/IGHE/CLNK/IL4R/STXBP1/ADORA2B/SLC18A2/FGR/RAB44/FCER1G/KIT/GATA2/FCER1A"
